2025-01-28T20:00:07.559 +0000 [  78452319][   11783] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:02:38.811 +0000 [  78603571][   11798] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:02:48.875 +0000 [  78613635][   11799] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:02:48.875 +0000 [  78613635][   11799] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:02:58.940 +0000 [  78623700][   11800] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:02:58.940 +0000 [  78623700][   11800] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:03:09.069 +0000 [  78633829][   11801] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:09.069 +0000 [  78633829][   11801] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:03:19.143 +0000 [  78643903][   11802] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:19.143 +0000 [  78643903][   11802] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:03:27.633 +0000 [  78652393][   11803] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/noaa/hindcast/monthly/ersst/latest.ncml?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:27.673 +0000 [  78652433][   11803] INFO  - threddsServlet - Request Completed - 200 - -1 - 40
2025-01-28T20:03:27.984 +0000 [  78652744][   11804] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/noaa/hindcast/monthly/ersst/latest.ncml.dds HTTP/1.0"
2025-01-28T20:03:27.992 +0000 [  78652752][   11804] INFO  - threddsServlet - Request Completed - 200 - -1 - 8
2025-01-28T20:03:28.005 +0000 [  78652765][   11805] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/noaa/hindcast/monthly/ersst/latest.ncml.das HTTP/1.0"
2025-01-28T20:03:28.009 +0000 [  78652769][   11805] INFO  - threddsServlet - Request Completed - 200 - -1 - 4
2025-01-28T20:03:28.024 +0000 [  78652784][   11806] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/noaa/hindcast/monthly/ersst/latest.ncml.dds HTTP/1.0"
2025-01-28T20:03:28.025 +0000 [  78652785][   11806] INFO  - threddsServlet - Request Completed - 200 - -1 - 1
2025-01-28T20:03:28.044 +0000 [  78652804][   11807] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/noaa/hindcast/monthly/ersst/latest.ncml.dods?lat,lev,lon,time HTTP/1.0"
2025-01-28T20:03:28.051 +0000 [  78652811][   11807] INFO  - threddsServlet - Request Completed - 200 - -1 - 7
2025-01-28T20:03:29.276 +0000 [  78654036][   11808] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:29.276 +0000 [  78654036][   11808] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:03:30.027 +0000 [  78654787][   11809] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:30.039 +0000 [  78654799][   11809] INFO  - threddsServlet - Request Completed - 200 - -1 - 12
2025-01-28T20:03:30.172 +0000 [  78654932][   11810] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml.dds HTTP/1.0"
2025-01-28T20:03:30.174 +0000 [  78654934][   11810] INFO  - threddsServlet - Request Completed - 200 - -1 - 2
2025-01-28T20:03:30.193 +0000 [  78654953][   11811] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml.das HTTP/1.0"
2025-01-28T20:03:30.195 +0000 [  78654955][   11811] INFO  - threddsServlet - Request Completed - 200 - -1 - 2
2025-01-28T20:03:30.211 +0000 [  78654971][   11812] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml.dds HTTP/1.0"
2025-01-28T20:03:30.213 +0000 [  78654973][   11812] INFO  - threddsServlet - Request Completed - 200 - -1 - 1
2025-01-28T20:03:30.252 +0000 [  78655012][   11813] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml.dods?lat,time HTTP/1.0"
2025-01-28T20:03:30.261 +0000 [  78655021][   11813] INFO  - threddsServlet - Request Completed - 200 - -1 - 9
2025-01-28T20:03:30.282 +0000 [  78655042][   11814] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/nasa/nrt/monthly/chlorophyll/latest.ncml.dods?lon HTTP/1.0"
2025-01-28T20:03:30.290 +0000 [  78655050][   11814] INFO  - threddsServlet - Request Completed - 200 - -1 - 8
2025-01-28T20:03:32.152 +0000 [  78656912][   11815] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/ssh/latest.nc?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:32.159 +0000 [  78656919][   11815] INFO  - threddsServlet - Request Completed - 200 - -1 - 8
2025-01-28T20:03:32.220 +0000 [  78656980][   11816] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/sst/latest.nc?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:32.232 +0000 [  78656992][   11816] INFO  - threddsServlet - Request Completed - 200 - -1 - 12
2025-01-28T20:03:32.253 +0000 [  78657013][   11817] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/ssh/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.257 +0000 [  78657017][   11817] INFO  - threddsServlet - Request Completed - 200 - -1 - 4
2025-01-28T20:03:32.270 +0000 [  78657030][   11818] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/ssh/latest.nc.das HTTP/1.0"
2025-01-28T20:03:32.273 +0000 [  78657033][   11818] INFO  - threddsServlet - Request Completed - 200 - -1 - 3
2025-01-28T20:03:32.286 +0000 [  78657046][   11819] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/ssh/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.289 +0000 [  78657049][   11819] INFO  - threddsServlet - Request Completed - 200 - -1 - 3
2025-01-28T20:03:32.311 +0000 [  78657071][   11820] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/ssh/latest.nc.dods?lon,lat,time,ensemble_members,forecast_period,ens_init_table,time_bounds HTTP/1.0"
2025-01-28T20:03:32.314 +0000 [  78657074][   11820] INFO  - threddsServlet - Request Completed - 200 - -1 - 3
2025-01-28T20:03:32.323 +0000 [  78657083][   11821] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/sst/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.325 +0000 [  78657085][   11821] INFO  - threddsServlet - Request Completed - 200 - -1 - 2
2025-01-28T20:03:32.336 +0000 [  78657096][   11822] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/sst/latest.nc.das HTTP/1.0"
2025-01-28T20:03:32.341 +0000 [  78657101][   11822] INFO  - threddsServlet - Request Completed - 200 - -1 - 5
2025-01-28T20:03:32.352 +0000 [  78657112][   11823] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/sst/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.354 +0000 [  78657114][   11823] INFO  - threddsServlet - Request Completed - 200 - -1 - 2
2025-01-28T20:03:32.374 +0000 [  78657134][   11824] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/sst/latest.nc.dods?lon,lat,time HTTP/1.0"
2025-01-28T20:03:32.377 +0000 [  78657137][   11824] INFO  - threddsServlet - Request Completed - 200 - -1 - 3
2025-01-28T20:03:32.428 +0000 [  78657188][   11825] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:32.441 +0000 [  78657201][   11825] INFO  - threddsServlet - Request Completed - 200 - -1 - 13
2025-01-28T20:03:32.683 +0000 [  78657443][   11826] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.686 +0000 [  78657446][   11826] INFO  - threddsServlet - Request Completed - 200 - -1 - 3
2025-01-28T20:03:32.703 +0000 [  78657463][   11827] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc.das HTTP/1.0"
2025-01-28T20:03:32.708 +0000 [  78657468][   11827] INFO  - threddsServlet - Request Completed - 200 - -1 - 5
2025-01-28T20:03:32.731 +0000 [  78657491][   11828] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc.dds HTTP/1.0"
2025-01-28T20:03:32.737 +0000 [  78657497][   11828] INFO  - threddsServlet - Request Completed - 200 - -1 - 6
2025-01-28T20:03:32.771 +0000 [  78657531][   11829] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/dodsC/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc.dods?lat,lon,time HTTP/1.0"
2025-01-28T20:03:32.782 +0000 [  78657542][   11829] INFO  - threddsServlet - Request Completed - 200 - -1 - 11
2025-01-28T20:03:35.291 +0000 [  78660051][   11830] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/noaa/nrt/daily/coral_bleaching/latest.ncml?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:35.306 +0000 [  78660066][   11830] INFO  - threddsServlet - Request Completed - 200 - -1 - 15
2025-01-28T20:03:39.339 +0000 [  78664099][   11831] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:39.340 +0000 [  78664100][   11831] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:03:44.387 +0000 [  78669147][   11832] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/copernicus/nrt/daily/ssh/latest.ncml?service=WMS&request=GetCapabilities&version=1.3.0 HTTP/1.0"
2025-01-28T20:03:44.422 +0000 [  78669182][   11832] INFO  - threddsServlet - Request Completed - 200 - -1 - 35
2025-01-28T20:03:49.424 +0000 [  78674184][   11833] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:49.425 +0000 [  78674185][   11833] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:03:59.489 +0000 [  78684249][   11834] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:03:59.489 +0000 [  78684249][   11834] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:04:09.567 +0000 [  78694327][   11835] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:09.567 +0000 [  78694327][   11835] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:04:19.710 +0000 [  78704470][   11836] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:19.711 +0000 [  78704471][   11836] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:04:29.784 +0000 [  78714544][   11837] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:29.784 +0000 [  78714544][   11837] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:04:39.844 +0000 [  78724604][   11838] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:39.845 +0000 [  78724605][   11838] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:04:49.908 +0000 [  78734668][   11839] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:49.908 +0000 [  78734668][   11839] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:04:59.976 +0000 [  78744736][   11840] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:04:59.976 +0000 [  78744736][   11840] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:05:10.036 +0000 [  78754796][   11841] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:05:10.036 +0000 [  78754796][   11841] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:05:20.097 +0000 [  78764857][   11842] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:05:20.097 +0000 [  78764857][   11842] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:05:30.187 +0000 [  78774947][   11843] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:05:30.188 +0000 [  78774948][   11843] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:05:40.252 +0000 [  78785012][   11844] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:05:40.252 +0000 [  78785012][   11844] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:05:50.330 +0000 [  78795090][   11845] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:05:50.330 +0000 [  78795090][   11845] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:06:00.398 +0000 [  78805158][   11846] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:00.398 +0000 [  78805158][   11846] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:06:10.486 +0000 [  78815246][   11847] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:10.487 +0000 [  78815247][   11847] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:06:20.555 +0000 [  78825315][   11848] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:20.555 +0000 [  78825315][   11848] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:06:30.618 +0000 [  78835378][   11849] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:30.618 +0000 [  78835378][   11849] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:06:40.680 +0000 [  78845440][   11850] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:40.681 +0000 [  78845441][   11850] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:06:50.758 +0000 [  78855518][   11851] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:06:50.758 +0000 [  78855518][   11851] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:07:00.821 +0000 [  78865581][   11852] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:00.822 +0000 [  78865582][   11852] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:07:10.885 +0000 [  78875645][   11853] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:10.885 +0000 [  78875645][   11853] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:07:20.956 +0000 [  78885716][   11854] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:20.956 +0000 [  78885716][   11854] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:07:31.039 +0000 [  78895799][   11855] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:31.039 +0000 [  78895799][   11855] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:07:41.100 +0000 [  78905860][   11856] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:41.100 +0000 [  78905860][   11856] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:07:51.179 +0000 [  78915939][   11857] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:07:51.179 +0000 [  78915939][   11857] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:08:01.260 +0000 [  78926020][   11858] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:01.260 +0000 [  78926020][   11858] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:08:11.327 +0000 [  78936087][   11859] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:11.327 +0000 [  78936087][   11859] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:08:21.389 +0000 [  78946149][   11860] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:21.389 +0000 [  78946149][   11860] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:08:31.449 +0000 [  78956209][   11861] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:31.449 +0000 [  78956209][   11861] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:08:41.511 +0000 [  78966271][   11862] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:41.511 +0000 [  78966271][   11862] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:08:51.589 +0000 [  78976349][   11863] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:08:51.589 +0000 [  78976349][   11863] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:09:01.649 +0000 [  78986409][   11864] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:01.649 +0000 [  78986409][   11864] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:09:11.712 +0000 [  78996472][   11865] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:11.712 +0000 [  78996472][   11865] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:09:21.778 +0000 [  79006538][   11866] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:21.778 +0000 [  79006538][   11866] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:09:31.841 +0000 [  79016601][   11867] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:31.842 +0000 [  79016602][   11867] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:09:41.911 +0000 [  79026671][   11868] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:41.911 +0000 [  79026671][   11868] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:09:52.003 +0000 [  79036763][   11869] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:09:52.003 +0000 [  79036763][   11869] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:10:02.092 +0000 [  79046852][   11870] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:10:02.092 +0000 [  79046852][   11870] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:10:12.168 +0000 [  79056928][   11871] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:10:12.169 +0000 [  79056929][   11871] INFO  - threddsServlet - Request Completed - 302 - -1 - 1
2025-01-28T20:10:22.232 +0000 [  79066992][   11872] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-01-28T20:10:22.232 +0000 [  79066992][   11872] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-01-28T20:10:32.290 +0000 [  79077050][   11873] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
